,days,date,cases,daily_cases,slope,14_day_avg,new_cases14,slope14,masks
0,0,2020-03-12,1,1.0,1.0,0.0,0.0,0.0,0.0
1,1,2020-03-13,1,0.0,-1.0,0.0,0.0,0.0,0.0
2,2,2020-03-14,6,5.0,5.0,1.0,1.0,1.0,0.0
3,3,2020-03-15,6,0.0,-5.0,1.0,0.0,-1.0,0.0
4,4,2020-03-16,22,16.0,16.0,3.0,2.0,2.0,0.0
5,5,2020-03-17,24,2.0,-14.0,4.0,1.0,-1.0,0.0
6,6,2020-03-18,28,4.0,2.0,6.0,2.0,1.0,0.0
7,7,2020-03-19,32,4.0,0.0,9.0,3.0,1.0,0.0
8,8,2020-03-20,45,13.0,9.0,12.0,3.0,0.0,0.0
9,9,2020-03-21,52,7.0,-6.0,16.0,4.0,1.0,0.0
10,10,2020-03-22,57,5.0,-2.0,20.0,4.0,0.0,0.0
11,11,2020-03-23,89,32.0,27.0,26.0,6.0,2.0,0.0
12,12,2020-03-24,103,14.0,-18.0,33.0,7.0,1.0,0.0
13,13,2020-03-25,111,8.0,-6.0,41.0,8.0,1.0,0.0
14,14,2020-03-26,128,17.0,9.0,50.0,9.0,1.0,0.0
15,15,2020-03-27,141,13.0,-4.0,60.0,10.0,1.0,0.0
16,16,2020-03-28,152,11.0,-2.0,71.0,11.0,1.0,0.0
17,17,2020-03-29,171,19.0,8.0,82.0,11.0,0.0,0.0
18,18,2020-03-30,190,19.0,0.0,94.0,12.0,1.0,0.0
19,19,2020-03-31,204,14.0,-5.0,107.0,13.0,1.0,0.0
20,20,2020-04-01,218,14.0,0.0,121.0,14.0,1.0,0.0
21,21,2020-04-02,235,17.0,3.0,135.0,14.0,0.0,0.0
22,22,2020-04-03,242,7.0,-10.0,150.0,15.0,1.0,0.0
23,23,2020-04-04,252,10.0,3.0,164.0,14.0,-1.0,0.0
24,24,2020-04-05,267,15.0,5.0,179.0,15.0,1.0,0.0
25,25,2020-04-06,280,13.0,-2.0,192.0,13.0,-2.0,0.0
26,26,2020-04-07,310,30.0,17.0,207.0,15.0,2.0,0.0
27,27,2020-04-08,344,34.0,4.0,224.0,17.0,2.0,0.0
28,28,2020-04-09,375,31.0,-3.0,242.0,18.0,1.0,0.0
29,29,2020-04-10,415,40.0,9.0,261.0,19.0,1.0,0.0
30,30,2020-04-11,464,49.0,9.0,283.0,22.0,3.0,0.0
31,31,2020-04-12,557,93.0,44.0,311.0,28.0,6.0,0.0
32,32,2020-04-13,557,0.0,-93.0,337.0,26.0,-2.0,0.0
33,33,2020-04-14,558,1.0,1.0,362.0,25.0,-1.0,0.0
34,34,2020-04-15,651,93.0,92.0,393.0,31.0,6.0,0.0
35,35,2020-04-16,651,0.0,-93.0,423.0,30.0,-1.0,0.0
36,36,2020-04-17,806,155.0,155.0,463.0,40.0,10.0,0.0
37,37,2020-04-18,875,69.0,-86.0,508.0,45.0,5.0,0.0
38,38,2020-04-19,924,49.0,-20.0,555.0,47.0,2.0,0.0
39,39,2020-04-20,975,51.0,2.0,604.0,49.0,2.0,0.0
40,40,2020-04-21,1013,38.0,-13.0,655.0,51.0,2.0,0.0
41,41,2020-04-22,1073,60.0,22.0,707.0,52.0,1.0,0.0
42,42,2020-04-23,1132,59.0,-1.0,761.0,54.0,2.0,0.0
43,43,2020-04-24,1200,68.0,9.0,817.0,56.0,2.0,0.0
44,44,2020-04-25,1287,87.0,19.0,876.0,59.0,3.0,0.0
45,45,2020-04-26,1332,45.0,-42.0,931.0,55.0,-4.0,0.0
46,46,2020-04-27,1416,84.0,39.0,992.0,61.0,6.0,0.0
47,47,2020-04-28,1524,108.0,24.0,1061.0,69.0,8.0,0.0
48,48,2020-04-29,1633,109.0,1.0,1132.0,71.0,2.0,0.0
49,49,2020-04-30,1738,105.0,-4.0,1209.0,77.0,6.0,0.0
50,50,2020-05-01,1829,91.0,-14.0,1282.0,73.0,-4.0,0.0
51,51,2020-05-02,1980,151.0,60.0,1361.0,79.0,6.0,0.0
52,52,2020-05-03,2151,171.0,20.0,1449.0,88.0,9.0,0.0
53,53,2020-05-04,2298,147.0,-24.0,1543.0,94.0,6.0,0.0
54,54,2020-05-05,2519,221.0,74.0,1651.0,108.0,14.0,0.0
55,55,2020-05-06,2764,245.0,24.0,1772.0,121.0,13.0,0.0
56,56,2020-05-07,2962,198.0,-47.0,1902.0,130.0,9.0,0.0
57,57,2020-05-08,3153,191.0,-7.0,2042.0,140.0,10.0,0.0
58,58,2020-05-09,3379,226.0,35.0,2191.0,149.0,9.0,0.0
59,59,2020-05-10,3558,179.0,-47.0,2350.0,159.0,10.0,0.0
60,60,2020-05-11,3744,186.0,7.0,2517.0,167.0,8.0,0.0
61,61,2020-05-12,4033,289.0,103.0,2696.0,179.0,12.0,0.0
62,62,2020-05-13,4183,150.0,-139.0,2878.0,182.0,3.0,0.0
63,63,2020-05-14,4331,148.0,-2.0,3063.0,185.0,3.0,0.0
64,64,2020-05-15,4674,343.0,195.0,3266.0,203.0,18.0,0.0
65,65,2020-05-16,4930,256.0,-87.0,3477.0,211.0,8.0,0.0
66,66,2020-05-17,5158,228.0,-28.0,3692.0,215.0,4.0,0.0
67,67,2020-05-18,5409,251.0,23.0,3914.0,222.0,7.0,0.0
68,68,2020-05-19,5650,241.0,-10.0,4138.0,224.0,2.0,0.0
69,69,2020-05-20,5838,188.0,-53.0,4357.0,219.0,-5.0,0.0
70,70,2020-05-21,6029,191.0,3.0,4576.0,219.0,0.0,0.0
71,71,2020-05-22,6350,321.0,130.0,4805.0,229.0,10.0,0.0
72,72,2020-05-23,6649,299.0,-22.0,5038.0,233.0,4.0,0.0
73,73,2020-05-24,6918,269.0,-30.0,5278.0,240.0,7.0,0.0
74,74,2020-05-25,7168,250.0,-19.0,5523.0,245.0,5.0,0.0
75,75,2020-05-26,7421,253.0,3.0,5765.0,242.0,-3.0,0.0
76,76,2020-05-27,7540,119.0,-134.0,6005.0,240.0,-2.0,0.0
77,77,2020-05-28,7695,155.0,36.0,6245.0,240.0,0.0,0.0
78,78,2020-05-29,7932,237.0,82.0,6478.0,233.0,-7.0,0.0
79,79,2020-05-30,8181,249.0,12.0,6710.0,232.0,-1.0,0.0
80,80,2020-05-31,8393,212.0,-37.0,6941.0,231.0,-1.0,0.0
81,81,2020-06-01,8514,121.0,-91.0,7163.0,222.0,-9.0,0.0
82,82,2020-06-02,8591,77.0,-44.0,7373.0,210.0,-12.0,0.0
83,83,2020-06-03,8738,147.0,70.0,7580.0,207.0,-3.0,0.0
84,84,2020-06-04,8867,129.0,-18.0,7783.0,203.0,-4.0,0.0
85,85,2020-06-05,9099,232.0,103.0,7979.0,196.0,-7.0,0.0
86,86,2020-06-06,9255,156.0,-76.0,8165.0,186.0,-10.0,0.0
87,87,2020-06-07,9372,117.0,-39.0,8340.0,175.0,-11.0,0.0
88,88,2020-06-08,9480,108.0,-9.0,8506.0,166.0,-9.0,0.0
89,89,2020-06-09,9567,87.0,-21.0,8659.0,153.0,-13.0,0.0
90,90,2020-06-10,9674,107.0,20.0,8811.0,152.0,-1.0,0.0
91,91,2020-06-11,9815,141.0,34.0,8963.0,152.0,0.0,0.0
92,92,2020-06-12,9934,119.0,-22.0,9106.0,143.0,-9.0,0.0
93,93,2020-06-13,10069,135.0,16.0,9241.0,135.0,-8.0,0.0
94,94,2020-06-14,10191,122.0,-13.0,9369.0,128.0,-7.0,0.0
95,95,2020-06-15,10281,90.0,-32.0,9495.0,126.0,-2.0,0.0
96,96,2020-06-16,10323,42.0,-48.0,9619.0,124.0,-2.0,0.0
97,97,2020-06-17,10415,92.0,50.0,9739.0,120.0,-4.0,0.0
98,98,2020-06-18,10512,97.0,5.0,9856.0,117.0,-3.0,0.0
99,99,2020-06-19,10607,95.0,-2.0,9964.0,108.0,-9.0,0.0
100,100,2020-06-20,10705,98.0,3.0,10068.0,104.0,-4.0,0.0
101,101,2020-06-21,10830,125.0,27.0,10172.0,104.0,0.0,0.0
102,102,2020-06-22,10920,90.0,-35.0,10274.0,102.0,-2.0,0.0
103,103,2020-06-23,10988,68.0,-22.0,10376.0,102.0,0.0,0.0
104,104,2020-06-24,11057,69.0,1.0,10475.0,99.0,-3.0,0.0
105,105,2020-06-25,11178,121.0,52.0,10572.0,97.0,-2.0,0.0
106,106,2020-06-26,11308,130.0,9.0,10670.0,98.0,1.0,0.0
107,107,2020-06-27,11415,107.0,-23.0,10766.0,96.0,-2.0,0.0
108,108,2020-06-28,11556,141.0,34.0,10864.0,98.0,2.0,0.0
109,109,2020-06-29,11656,100.0,-41.0,10962.0,98.0,0.0,0.0
110,110,2020-06-30,11796,140.0,40.0,11067.0,105.0,7.0,0.0
111,111,2020-07-01,11892,96.0,-44.0,11173.0,106.0,1.0,0.0
112,112,2020-07-02,12048,156.0,60.0,11283.0,110.0,4.0,0.0
113,113,2020-07-03,12150,102.0,-54.0,11393.0,110.0,0.0,0.0
114,114,2020-07-04,12150,0.0,-102.0,11496.0,103.0,-7.0,0.0
115,115,2020-07-05,12329,179.0,179.0,11603.0,107.0,4.0,0.0
116,116,2020-07-06,12456,127.0,-52.0,11713.0,110.0,3.0,0.0
117,117,2020-07-07,12597,141.0,14.0,11828.0,115.0,5.0,0.0
118,118,2020-07-08,12703,106.0,-35.0,11945.0,117.0,2.0,0.0
119,119,2020-07-09,12867,164.0,58.0,12066.0,121.0,4.0,0.0
120,120,2020-07-10,13054,187.0,23.0,12191.0,125.0,4.0,0.0
121,121,2020-07-11,13328,274.0,87.0,12327.0,136.0,11.0,0.0
122,122,2020-07-12,13568,240.0,-34.0,12471.0,144.0,8.0,0.0
123,123,2020-07-13,13697,129.0,-111.0,12617.0,146.0,2.0,0.0
124,124,2020-07-14,13790,93.0,-36.0,12759.0,142.0,-4.0,0.0
125,125,2020-07-15,13948,158.0,65.0,12906.0,147.0,5.0,0.0
126,126,2020-07-16,14125,177.0,19.0,13054.0,148.0,1.0,0.0
127,127,2020-07-17,14348,223.0,46.0,13211.0,157.0,9.0,0.0
128,128,2020-07-18,14495,147.0,-76.0,13379.0,168.0,11.0,0.0
129,129,2020-07-19,14734,239.0,92.0,13551.0,172.0,4.0,0.0
130,130,2020-07-20,14835,101.0,-138.0,13721.0,170.0,-2.0,0.0
131,131,2020-07-21,15125,290.0,189.0,13901.0,180.0,10.0,0.0
132,132,2020-07-22,15273,148.0,-142.0,14085.0,184.0,4.0,0.0
133,133,2020-07-23,15537,264.0,116.0,14276.0,191.0,7.0,0.0
134,134,2020-07-24,15810,273.0,9.0,14472.0,196.0,5.0,1.0
135,135,2020-07-25,16067,257.0,-16.0,14668.0,196.0,0.0,1.0
136,136,2020-07-26,16316,249.0,-8.0,14864.0,196.0,0.0,1.0
137,137,2020-07-27,16506,190.0,-59.0,15065.0,201.0,5.0,1.0
138,138,2020-07-28,16661,155.0,-35.0,15270.0,205.0,4.0,1.0
139,139,2020-07-29,16881,220.0,65.0,15480.0,210.0,5.0,1.0
140,140,2020-07-30,17092,211.0,-9.0,15691.0,211.0,1.0,1.0
141,141,2020-07-31,17316,224.0,13.0,15903.0,212.0,1.0,1.0
142,142,2020-08-01,17547,231.0,7.0,16121.0,218.0,6.0,1.0
143,143,2020-08-02,17789,242.0,11.0,16340.0,219.0,1.0,1.0
144,144,2020-08-03,18009,220.0,-22.0,16566.0,226.0,7.0,1.0
145,145,2020-08-04,18197,188.0,-32.0,16786.0,220.0,-6.0,1.0
146,146,2020-08-05,18393,196.0,8.0,17009.0,223.0,3.0,1.0
147,147,2020-08-06,18641,248.0,52.0,17230.0,221.0,-2.0,1.0
148,148,2020-08-07,18774,133.0,-115.0,17442.0,212.0,-9.0,1.0
149,149,2020-08-08,19057,283.0,150.0,17656.0,214.0,2.0,1.0
150,150,2020-08-09,19271,214.0,-69.0,17867.0,211.0,-3.0,1.0
151,151,2020-08-10,19472,201.0,-13.0,18079.0,212.0,1.0,1.0
152,152,2020-08-11,19569,97.0,-104.0,18286.0,207.0,-5.0,1.0
153,153,2020-08-12,19677,108.0,11.0,18486.0,200.0,-7.0,1.0
154,154,2020-08-13,19873,196.0,88.0,18685.0,199.0,-1.0,1.0
155,155,2020-08-14,20063,190.0,-6.0,18881.0,196.0,-3.0,1.0
156,156,2020-08-15,20251,188.0,-2.0,19074.0,193.0,-3.0,1.0
157,157,2020-08-16,20469,218.0,30.0,19265.0,191.0,-2.0,1.0
158,158,2020-08-17,20625,156.0,-62.0,19452.0,187.0,-4.0,1.0
159,159,2020-08-18,20722,97.0,-59.0,19633.0,181.0,-6.0,1.0
160,160,2020-08-19,20853,131.0,34.0,19808.0,175.0,-6.0,1.0
161,161,2020-08-20,21050,197.0,66.0,19980.0,172.0,-3.0,1.0
162,162,2020-08-21,21270,220.0,23.0,20159.0,179.0,7.0,1.0
163,163,2020-08-22,21466,196.0,-24.0,20331.0,172.0,-7.0,1.0
164,164,2020-08-23,21670,204.0,8.0,20502.0,171.0,-1.0,1.0
165,165,2020-08-24,21846,176.0,-28.0,20672.0,170.0,-1.0,1.0
166,166,2020-08-25,21934,88.0,-88.0,20841.0,169.0,-1.0,1.0
167,167,2020-08-26,22044,110.0,22.0,21010.0,169.0,0.0,1.0
168,168,2020-08-27,22305,261.0,151.0,21183.0,173.0,4.0,1.0
169,169,2020-08-28,22520,215.0,-46.0,21359.0,176.0,3.0,1.0
170,170,2020-08-29,22736,216.0,1.0,21536.0,177.0,1.0,1.0
171,171,2020-08-30,22984,248.0,32.0,21716.0,180.0,3.0,1.0
172,172,2020-08-31,23134,150.0,-98.0,21895.0,179.0,-1.0,1.0
173,173,2020-09-01,23209,75.0,-75.0,22073.0,178.0,-1.0,1.0
174,174,2020-09-02,23372,163.0,88.0,22253.0,180.0,2.0,1.0
175,175,2020-09-03,23569,197.0,34.0,22433.0,180.0,0.0,1.0
176,176,2020-09-04,23798,229.0,32.0,22613.0,180.0,0.0,1.0
177,177,2020-09-05,24026,228.0,-1.0,22796.0,183.0,3.0,1.0
178,178,2020-09-06,24155,129.0,-99.0,22974.0,178.0,-5.0,1.0
179,179,2020-09-07,24299,144.0,15.0,23149.0,175.0,-3.0,1.0
180,180,2020-09-08,24385,86.0,-58.0,23324.0,175.0,0.0,1.0
181,181,2020-09-09,24433,48.0,-38.0,23495.0,171.0,-4.0,1.0
182,182,2020-09-10,24389,-44.0,-92.0,23644.0,149.0,-22.0,1.0
183,183,2020-09-11,24398,9.0,53.0,23778.0,134.0,-15.0,1.0
184,184,2020-09-12,24611,213.0,204.0,23912.0,134.0,0.0,1.0
185,185,2020-09-13,24788,177.0,-36.0,24040.0,128.0,-6.0,1.0
186,186,2020-09-14,24944,156.0,-21.0,24170.0,130.0,2.0,1.0
187,187,2020-09-15,25018,74.0,-82.0,24299.0,129.0,-1.0,1.0
188,188,2020-09-16,25093,75.0,1.0,24422.0,123.0,-6.0,1.0
189,189,2020-09-17,25264,171.0,96.0,24543.0,121.0,-2.0,1.0
190,190,2020-09-18,25454,190.0,19.0,24661.0,118.0,-3.0,1.0
191,191,2020-09-19,25628,174.0,-16.0,24776.0,115.0,-3.0,1.0
192,192,2020-09-20,25857,229.0,55.0,24897.0,121.0,6.0,1.0
193,193,2020-09-21,26054,197.0,-32.0,25023.0,126.0,5.0,1.0
194,194,2020-09-22,26147,93.0,-104.0,25148.0,125.0,-1.0,1.0
195,195,2020-09-23,26264,117.0,24.0,25279.0,131.0,6.0,1.0
196,196,2020-09-24,26447,183.0,66.0,25426.0,147.0,16.0,1.0
197,197,2020-09-25,26706,259.0,76.0,25591.0,165.0,18.0,1.0
198,198,2020-09-26,26960,254.0,-5.0,25759.0,168.0,3.0,1.0
199,199,2020-09-27,27177,217.0,-37.0,25930.0,171.0,3.0,1.0
200,200,2020-09-28,27372,195.0,-22.0,26103.0,173.0,2.0,1.0
201,201,2020-09-29,27557,185.0,-10.0,26284.0,181.0,8.0,1.0
202,202,2020-09-30,27728,171.0,-14.0,26472.0,188.0,7.0,1.0
203,203,2020-10-01,27873,145.0,-26.0,26659.0,187.0,-1.0,1.0
204,204,2020-10-02,28158,285.0,140.0,26852.0,193.0,6.0,1.0
205,205,2020-10-03,28440,282.0,-3.0,27053.0,201.0,8.0,1.0
206,206,2020-10-04,28645,205.0,-77.0,27252.0,199.0,-2.0,1.0
207,207,2020-10-05,28843,198.0,-7.0,27451.0,199.0,0.0,1.0
208,208,2020-10-06,29045,202.0,4.0,27658.0,207.0,8.0,1.0
209,209,2020-10-07,29207,162.0,-40.0,27868.0,210.0,3.0,1.0
210,210,2020-10-08,29404,197.0,35.0,28080.0,212.0,2.0,1.0
211,211,2020-10-09,29661,257.0,60.0,28291.0,211.0,-1.0,1.0
212,212,2020-10-10,29929,268.0,11.0,28503.0,212.0,1.0,1.0
213,213,2020-10-11,30218,289.0,21.0,28720.0,217.0,5.0,1.0
214,214,2020-10-12,30456,238.0,-51.0,28940.0,220.0,3.0,1.0
215,215,2020-10-13,30698,242.0,4.0,29165.0,225.0,5.0,1.0
216,216,2020-10-14,30923,225.0,-17.0,29393.0,228.0,3.0,1.0
217,217,2020-10-15,31161,238.0,13.0,29628.0,235.0,7.0,1.0
218,218,2020-10-16,31472,311.0,73.0,29864.0,236.0,1.0,1.0
219,219,2020-10-17,31749,277.0,-34.0,30101.0,237.0,1.0,1.0
220,220,2020-10-18,32050,301.0,24.0,30344.0,243.0,6.0,1.0
221,221,2020-10-19,32336,286.0,-15.0,30594.0,250.0,7.0,1.0
222,222,2020-10-20,32544,208.0,-78.0,30843.0,249.0,-1.0,1.0
223,223,2020-10-21,32743,199.0,-9.0,31096.0,253.0,4.0,1.0
224,224,2020-10-22,33024,281.0,82.0,31355.0,259.0,6.0,1.0
225,225,2020-10-23,33310,286.0,5.0,31615.0,260.0,1.0,1.0
226,226,2020-10-24,33719,409.0,123.0,31886.0,271.0,11.0,1.0
227,227,2020-10-25,34033,314.0,-95.0,32158.0,272.0,1.0,1.0
228,228,2020-10-26,34290,257.0,-57.0,32432.0,274.0,2.0,1.0
229,229,2020-10-27,34657,367.0,110.0,32715.0,283.0,9.0,1.0
230,230,2020-10-28,34988,331.0,-36.0,33005.0,290.0,7.0,1.0
231,231,2020-10-29,35484,496.0,165.0,33314.0,309.0,19.0,1.0
232,232,2020-10-30,36126,642.0,146.0,33647.0,333.0,24.0,1.0
233,233,2020-10-31,36580,454.0,-188.0,33992.0,345.0,12.0,1.0
234,234,2020-11-01,36936,356.0,-98.0,34341.0,349.0,4.0,1.0
235,235,2020-11-02,37513,577.0,221.0,34710.0,369.0,20.0,1.0
236,236,2020-11-03,38272,759.0,182.0,35120.0,410.0,41.0,1.0
237,237,2020-11-04,38911,639.0,-120.0,35560.0,440.0,30.0,1.0
238,238,2020-11-05,39724,813.0,174.0,36039.0,479.0,39.0,1.0
239,239,2020-11-06,40559,835.0,22.0,36557.0,518.0,39.0,1.0
240,240,2020-11-07,41436,877.0,42.0,37108.0,551.0,33.0,1.0
241,241,2020-11-08,42695,1259.0,382.0,37726.0,618.0,67.0,1.0
242,242,2020-11-09,43570,875.0,-384.0,38389.0,663.0,45.0,1.0
243,243,2020-11-10,44547,977.0,102.0,39096.0,707.0,44.0,1.0
244,244,2020-11-11,45372,825.0,-152.0,39838.0,742.0,35.0,1.0
245,245,2020-11-12,46555,1183.0,358.0,40628.0,790.0,48.0,1.0
246,246,2020-11-13,47534,979.0,-204.0,41443.0,815.0,25.0,1.0
247,247,2020-11-14,49262,1728.0,749.0,42349.0,906.0,91.0,1.0
248,248,2020-11-15,50352,1090.0,-638.0,43307.0,958.0,52.0,1.0
249,249,2020-11-16,51712,1360.0,270.0,44322.0,1015.0,57.0,1.0
250,250,2020-11-17,52689,977.0,-383.0,45351.0,1029.0,14.0,1.0
251,251,2020-11-18,53486,797.0,-180.0,46392.0,1041.0,12.0,1.0
252,252,2020-11-19,54662,1176.0,379.0,47459.0,1067.0,26.0,1.0
253,253,2020-11-20,55721,1059.0,-117.0,48542.0,1083.0,16.0,1.0
254,254,2020-11-21,56816,1095.0,36.0,49641.0,1099.0,16.0,1.0
255,255,2020-11-22,57926,1110.0,15.0,50729.0,1088.0,-11.0,1.0
256,256,2020-11-23,59003,1077.0,-33.0,51831.0,1102.0,14.0,1.0
257,257,2020-11-24,60524,1521.0,444.0,52972.0,1141.0,39.0,1.0
258,258,2020-11-25,61651,1127.0,-394.0,54135.0,1163.0,22.0,1.0
259,259,2020-11-26,61651,0.0,-1127.0,55214.0,1079.0,-84.0,1.0
260,260,2020-11-27,62433,782.0,782.0,56278.0,1064.0,-15.0,1.0
261,261,2020-11-28,64142,1709.0,927.0,57341.0,1063.0,-1.0,1.0
262,262,2020-11-29,66164,2022.0,313.0,58470.0,1129.0,66.0,1.0
263,263,2020-11-30,67336,1172.0,-850.0,59586.0,1116.0,-13.0,1.0
264,264,2020-12-01,67913,577.0,-595.0,60673.0,1087.0,-29.0,1.0
265,265,2020-12-02,68898,985.0,408.0,61774.0,1101.0,14.0,1.0
266,266,2020-12-03,70069,1171.0,186.0,62875.0,1101.0,0.0,1.0
267,267,2020-12-04,71192,1123.0,-48.0,63980.0,1105.0,4.0,1.0
268,268,2020-12-05,72366,1174.0,51.0,65091.0,1111.0,6.0,1.0
269,269,2020-12-06,73512,1146.0,-28.0,66204.0,1113.0,2.0,1.0
270,270,2020-12-07,74735,1223.0,77.0,67328.0,1124.0,11.0,1.0
271,271,2020-12-08,75353,618.0,-605.0,68387.0,1059.0,-65.0,1.0
272,272,2020-12-09,76278,925.0,307.0,69432.0,1045.0,-14.0,1.0
273,273,2020-12-10,76902,624.0,-301.0,70521.0,1089.0,44.0,1.0
274,274,2020-12-11,77579,677.0,53.0,71603.0,1082.0,-7.0,1.0
275,275,2020-12-12,78430,851.0,174.0,72623.0,1020.0,-62.0,1.0
276,276,2020-12-13,79134,704.0,-147.0,73550.0,927.0,-93.0,1.0
277,277,2020-12-14,79756,622.0,-82.0,74437.0,887.0,-40.0,1.0
278,278,2020-12-15,80287,531.0,-91.0,75321.0,884.0,-3.0,1.0
279,279,2020-12-16,80696,409.0,-122.0,76164.0,843.0,-41.0,1.0
280,280,2020-12-17,81200,504.0,95.0,76959.0,795.0,-48.0,1.0
281,281,2020-12-18,81645,445.0,-59.0,77705.0,746.0,-49.0,1.0
282,282,2020-12-19,82158,513.0,68.0,78405.0,700.0,-46.0,1.0
283,283,2020-12-20,82734,576.0,63.0,79063.0,658.0,-42.0,1.0
284,284,2020-12-21,83133,399.0,-177.0,79663.0,600.0,-58.0,1.0
285,285,2020-12-22,83520,387.0,-12.0,80247.0,584.0,-16.0,1.0
286,286,2020-12-23,83795,275.0,-112.0,80784.0,537.0,-47.0,1.0
287,287,2020-12-24,84116,321.0,46.0,81299.0,515.0,-22.0,1.0
288,288,2020-12-25,84116,0.0,-321.0,81766.0,467.0,-48.0,1.0
289,289,2020-12-26,84526,410.0,410.0,82201.0,435.0,-32.0,1.0
290,290,2020-12-27,85143,617.0,207.0,82630.0,429.0,-6.0,1.0
291,291,2020-12-28,85354,211.0,-406.0,83030.0,400.0,-29.0,1.0
292,292,2020-12-29,85482,128.0,-83.0,83401.0,371.0,-29.0,1.0
293,293,2020-12-30,85878,396.0,268.0,83771.0,370.0,-1.0,1.0
294,294,2020-12-31,86273,395.0,-1.0,84134.0,363.0,-7.0,1.0
295,295,2021-01-01,86273,0.0,-395.0,84464.0,330.0,-33.0,1.0
296,296,2021-01-02,86762,489.0,489.0,84793.0,329.0,-1.0,1.0
297,297,2021-01-03,87386,624.0,135.0,85126.0,333.0,4.0,1.0
298,298,2021-01-04,88062,676.0,52.0,85478.0,352.0,19.0,1.0
299,299,2021-01-05,88377,315.0,-361.0,85824.0,346.0,-6.0,1.0
300,300,2021-01-06,88832,455.0,140.0,86184.0,360.0,14.0,1.0
301,301,2021-01-07,89175,343.0,-112.0,86546.0,362.0,2.0,1.0
302,302,2021-01-08,89708,533.0,190.0,86945.0,399.0,37.0,1.0
303,303,2021-01-09,90265,557.0,24.0,87355.0,410.0,11.0,1.0
304,304,2021-01-10,90839,574.0,17.0,87762.0,407.0,-3.0,1.0
305,305,2021-01-11,91060,221.0,-353.0,88169.0,407.0,0.0,1.0
306,306,2021-01-12,91292,232.0,11.0,88584.0,415.0,8.0,1.0
307,307,2021-01-13,91596,304.0,72.0,88993.0,409.0,-6.0,1.0
308,308,2021-01-14,91859,263.0,-41.0,89392.0,399.0,-10.0,1.0
309,309,2021-01-15,92172,313.0,50.0,89813.0,421.0,22.0,1.0
310,310,2021-01-16,92491,319.0,6.0,90222.0,409.0,-12.0,1.0
311,311,2021-01-17,92747,256.0,-63.0,90605.0,383.0,-26.0,1.0
312,312,2021-01-18,92930,183.0,-73.0,90953.0,348.0,-35.0,1.0
313,313,2021-01-19,93101,171.0,-12.0,91290.0,337.0,-11.0,1.0
314,314,2021-01-20,93303,202.0,31.0,91610.0,320.0,-17.0,1.0
315,315,2021-01-21,93511,208.0,6.0,91920.0,310.0,-10.0,1.0
316,316,2021-01-22,93813,302.0,94.0,92213.0,293.0,-17.0,1.0
317,317,2021-01-23,94138,325.0,23.0,92489.0,276.0,-17.0,1.0
318,318,2021-01-24,94378,240.0,-85.0,92742.0,253.0,-23.0,1.0
319,319,2021-01-25,94544,166.0,-74.0,92991.0,249.0,-4.0,1.0
320,320,2021-01-26,94707,163.0,-3.0,93235.0,244.0,-5.0,1.0
321,321,2021-01-27,94872,165.0,2.0,93469.0,234.0,-10.0,1.0
322,322,2021-01-28,95126,254.0,89.0,93702.0,233.0,-1.0,1.0
323,323,2021-01-29,95383,257.0,3.0,93932.0,230.0,-3.0,1.0
324,324,2021-01-30,95579,196.0,-61.0,94152.0,220.0,-10.0,1.0
325,325,2021-01-31,95801,222.0,26.0,94370.0,218.0,-2.0,1.0
326,326,2021-02-01,95963,162.0,-60.0,94587.0,217.0,-1.0,1.0
327,327,2021-02-02,96097,134.0,-28.0,94801.0,214.0,-3.0,1.0
328,328,2021-02-03,96262,165.0,31.0,95012.0,211.0,-3.0,1.0
329,329,2021-02-04,96570,308.0,143.0,95231.0,219.0,8.0,1.0
330,330,2021-02-05,96785,215.0,-93.0,95443.0,212.0,-7.0,1.0
331,331,2021-02-06,97000,215.0,0.0,95648.0,205.0,-7.0,1.0
332,332,2021-02-07,97160,160.0,-55.0,95846.0,198.0,-7.0,1.0
333,333,2021-02-08,97297,137.0,-23.0,96043.0,197.0,-1.0,1.0
334,334,2021-02-09,97413,116.0,-21.0,96236.0,193.0,-4.0,1.0
335,335,2021-02-10,97559,146.0,30.0,96428.0,192.0,-1.0,1.0
336,336,2021-02-11,97742,183.0,37.0,96615.0,187.0,-5.0,1.0
337,337,2021-02-12,97956,214.0,31.0,96799.0,184.0,-3.0,1.0
338,338,2021-02-13,98122,166.0,-48.0,96980.0,181.0,-3.0,1.0
339,339,2021-02-14,98278,156.0,-10.0,97157.0,177.0,-4.0,1.0
340,340,2021-02-15,98398,120.0,-36.0,97331.0,174.0,-3.0,1.0
341,341,2021-02-16,98486,88.0,-32.0,97502.0,171.0,-3.0,1.0
342,342,2021-02-17,98644,158.0,70.0,97672.0,170.0,-1.0,1.0
343,343,2021-02-18,98828,184.0,26.0,97833.0,161.0,-9.0,1.0
344,344,2021-02-19,99020,192.0,8.0,97993.0,160.0,-1.0,1.0
345,345,2021-02-20,99189,169.0,-23.0,98149.0,156.0,-4.0,1.0
346,346,2021-02-21,99347,158.0,-11.0,98306.0,157.0,1.0,1.0
347,347,2021-02-22,99448,101.0,-57.0,98459.0,153.0,-4.0,1.0
348,348,2021-02-23,99559,111.0,10.0,98613.0,154.0,1.0,1.0
349,349,2021-02-24,99738,179.0,68.0,98768.0,155.0,1.0,1.0
