,days,date,cases,daily_cases,slope,14_day_avg,new_cases14,slope14,masks
829,829,2022-06-19,329416,0.0,0.0,327197.0,434.0,0.0,0.0
830,830,2022-06-20,329416,0.0,0.0,327588.0,391.0,-43.0,0.0
831,831,2022-06-21,329791,375.0,375.0,327923.0,335.0,-56.0,0.0
832,832,2022-06-22,330255,464.0,89.0,328265.0,342.0,7.0,0.0
833,833,2022-06-23,331495,1240.0,776.0,328661.0,396.0,54.0,0.0
834,834,2022-06-24,331964,469.0,-771.0,329049.0,388.0,-8.0,0.0
835,835,2022-06-25,331964,0.0,-469.0,329437.0,388.0,0.0,0.0
836,836,2022-06-26,331964,0.0,0.0,329826.0,389.0,1.0,0.0
837,837,2022-06-27,332392,428.0,428.0,330215.0,389.0,0.0,0.0
838,838,2022-06-28,333351,959.0,531.0,330591.0,376.0,-13.0,0.0
839,839,2022-06-29,333729,378.0,-581.0,330962.0,371.0,-5.0,0.0
840,840,2022-06-30,333728,-1.0,-379.0,331307.0,345.0,-26.0,0.0
841,841,2022-07-01,333728,0.0,1.0,331615.0,308.0,-37.0,0.0
842,842,2022-07-02,333728,0.0,0.0,331923.0,308.0,0.0,0.0
843,843,2022-07-03,333728,0.0,0.0,332231.0,308.0,0.0,0.0
844,844,2022-07-04,333728,0.0,0.0,332539.0,308.0,0.0,0.0
845,845,2022-07-05,333728,0.0,0.0,332820.0,281.0,-27.0,0.0
846,846,2022-07-06,333728,0.0,0.0,333068.0,248.0,-33.0,0.0
847,847,2022-07-07,336217,2489.0,2489.0,333406.0,338.0,90.0,0.0
848,848,2022-07-08,336217,0.0,-2489.0,333709.0,303.0,-35.0,0.0
849,849,2022-07-09,336217,0.0,0.0,334013.0,304.0,1.0,0.0
850,850,2022-07-10,336217,0.0,0.0,334317.0,304.0,0.0,0.0
851,851,2022-07-11,336217,0.0,0.0,334590.0,273.0,-31.0,0.0
852,852,2022-07-12,336217,0.0,0.0,334795.0,205.0,-68.0,0.0
853,853,2022-07-13,336217,0.0,0.0,334972.0,177.0,-28.0,0.0
854,854,2022-07-14,338803,2586.0,2586.0,335335.0,363.0,186.0,0.0
855,855,2022-07-15,338803,0.0,-2586.0,335698.0,363.0,0.0,0.0
856,856,2022-07-16,338803,0.0,0.0,336060.0,362.0,-1.0,0.0
857,857,2022-07-17,338803,0.0,0.0,336422.0,362.0,0.0,0.0
858,858,2022-07-18,338803,0.0,0.0,336785.0,363.0,1.0,0.0
859,859,2022-07-19,338803,0.0,0.0,337148.0,363.0,0.0,0.0
860,860,2022-07-20,338803,0.0,0.0,337510.0,362.0,-1.0,0.0
861,861,2022-07-21,341208,2405.0,2405.0,337866.0,356.0,-6.0,0.0
862,862,2022-07-22,341208,0.0,-2405.0,338223.0,357.0,1.0,0.0
863,863,2022-07-23,341208,0.0,0.0,338580.0,357.0,0.0,0.0
864,864,2022-07-24,341208,0.0,0.0,338936.0,356.0,-1.0,0.0
865,865,2022-07-25,341208,0.0,0.0,339292.0,356.0,0.0,0.0
866,866,2022-07-26,341208,0.0,0.0,339649.0,357.0,1.0,0.0
867,867,2022-07-27,341208,0.0,0.0,340006.0,357.0,0.0,0.0
868,868,2022-07-28,343745,2537.0,2537.0,340358.0,352.0,-5.0,0.0
869,869,2022-07-29,343745,0.0,-2537.0,340712.0,354.0,2.0,0.0
870,870,2022-07-30,343745,0.0,0.0,341064.0,352.0,-2.0,0.0
871,871,2022-07-31,343745,0.0,0.0,341418.0,354.0,2.0,0.0
872,872,2022-08-01,343745,0.0,0.0,341770.0,352.0,-2.0,0.0
873,873,2022-08-02,343745,0.0,0.0,342124.0,354.0,2.0,0.0
874,874,2022-08-03,343745,0.0,0.0,342476.0,352.0,-2.0,0.0
875,875,2022-08-04,346160,2415.0,2415.0,342830.0,354.0,2.0,0.0
876,876,2022-08-05,346160,0.0,-2415.0,343184.0,354.0,0.0,0.0
877,877,2022-08-06,346160,0.0,0.0,343538.0,354.0,0.0,0.0
878,878,2022-08-07,346160,0.0,0.0,343891.0,353.0,-1.0,0.0
879,879,2022-08-08,346160,0.0,0.0,344245.0,354.0,1.0,0.0
880,880,2022-08-09,346160,0.0,0.0,344599.0,354.0,0.0,0.0
881,881,2022-08-10,346160,0.0,0.0,344952.0,353.0,-1.0,0.0
882,882,2022-08-11,348517,2357.0,2357.0,345293.0,341.0,-12.0,0.0
883,883,2022-08-12,348517,0.0,-2357.0,345634.0,341.0,0.0,0.0
884,884,2022-08-13,348517,0.0,0.0,345975.0,341.0,0.0,0.0
885,885,2022-08-14,348517,0.0,0.0,346316.0,341.0,0.0,0.0
886,886,2022-08-15,348517,0.0,0.0,346657.0,341.0,0.0,0.0
887,887,2022-08-16,348517,0.0,0.0,346998.0,341.0,0.0,0.0
888,888,2022-08-17,348517,0.0,0.0,347338.0,340.0,-1.0,0.0
889,889,2022-08-18,350741,2224.0,2224.0,347666.0,328.0,-12.0,0.0
890,890,2022-08-19,350741,0.0,-2224.0,347993.0,327.0,-1.0,0.0
891,891,2022-08-20,350741,0.0,0.0,348320.0,327.0,0.0,0.0
892,892,2022-08-21,350741,0.0,0.0,348647.0,327.0,0.0,0.0
893,893,2022-08-22,350741,0.0,0.0,348975.0,328.0,1.0,0.0
894,894,2022-08-23,350741,0.0,0.0,349302.0,327.0,-1.0,0.0
895,895,2022-08-24,350741,0.0,0.0,349629.0,327.0,0.0,0.0
896,896,2022-08-25,352963,2222.0,2222.0,349947.0,318.0,-9.0,0.0
897,897,2022-08-26,352963,0.0,-2222.0,350264.0,317.0,-1.0,0.0
898,898,2022-08-27,352963,0.0,0.0,350582.0,318.0,1.0,0.0
899,899,2022-08-28,352963,0.0,0.0,350899.0,317.0,-1.0,0.0
900,900,2022-08-29,352963,0.0,0.0,351217.0,318.0,1.0,0.0
901,901,2022-08-30,352963,0.0,0.0,351534.0,317.0,-1.0,0.0
902,902,2022-08-31,352963,0.0,0.0,351852.0,318.0,1.0,0.0
903,903,2022-09-01,354895,1932.0,1932.0,352149.0,297.0,-21.0,0.0
904,904,2022-09-02,354895,0.0,-1932.0,352445.0,296.0,-1.0,0.0
905,905,2022-09-03,354895,0.0,0.0,352742.0,297.0,1.0,0.0
906,906,2022-09-04,354895,0.0,0.0,353039.0,297.0,0.0,0.0
907,907,2022-09-05,354895,0.0,0.0,353336.0,297.0,0.0,0.0
908,908,2022-09-06,354895,0.0,0.0,353632.0,296.0,-1.0,0.0
909,909,2022-09-07,354895,0.0,0.0,353929.0,297.0,1.0,0.0
910,910,2022-09-08,356366,1471.0,1471.0,354172.0,243.0,-54.0,0.0
911,911,2022-09-09,356366,0.0,-1471.0,354415.0,243.0,0.0,0.0
912,912,2022-09-10,356366,0.0,0.0,354658.0,243.0,0.0,0.0
913,913,2022-09-11,356366,0.0,0.0,354901.0,243.0,0.0,0.0
914,914,2022-09-12,356366,0.0,0.0,355144.0,243.0,0.0,0.0
915,915,2022-09-13,356366,0.0,0.0,355387.0,243.0,0.0,0.0
916,916,2022-09-14,356366,0.0,0.0,355630.0,243.0,0.0,0.0
917,917,2022-09-15,357855,1489.0,1489.0,355842.0,212.0,-31.0,0.0
918,918,2022-09-16,357855,0.0,-1489.0,356053.0,211.0,-1.0,0.0
919,919,2022-09-17,357855,0.0,0.0,356265.0,212.0,1.0,0.0
920,920,2022-09-18,357855,0.0,0.0,356476.0,211.0,-1.0,0.0
921,921,2022-09-19,357855,0.0,0.0,356688.0,212.0,1.0,0.0
922,922,2022-09-20,357855,0.0,0.0,356899.0,211.0,-1.0,0.0
923,923,2022-09-21,357855,0.0,0.0,357110.0,211.0,0.0,0.0
924,924,2022-09-22,359426,1571.0,1571.0,357329.0,219.0,8.0,0.0
925,925,2022-09-23,359426,0.0,-1571.0,357548.0,219.0,0.0,0.0
926,926,2022-09-24,359426,0.0,0.0,357766.0,218.0,-1.0,0.0
927,927,2022-09-25,359426,0.0,0.0,357985.0,219.0,1.0,0.0
928,928,2022-09-26,359426,0.0,0.0,358203.0,218.0,-1.0,0.0
929,929,2022-09-27,359426,0.0,0.0,358422.0,219.0,1.0,0.0
930,930,2022-09-28,359426,0.0,0.0,358640.0,218.0,-1.0,0.0
931,931,2022-09-29,360772,1346.0,1346.0,358849.0,209.0,-9.0,0.0
932,932,2022-09-30,360772,0.0,-1346.0,359057.0,208.0,-1.0,0.0
933,933,2022-10-01,360772,0.0,0.0,359266.0,209.0,1.0,0.0
